Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
855,Text,1997-03-01,Clocks,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Essays; Clocks and watches,PR,Browsing: How To...; Browsing: Literature
856,Text,1997-03-01,Dreams,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Essays; Dreams,PR,Browsing: Literature; Browsing: Philosophy & Ethics
857,Text,1997-03-01,Evergreens,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Essays; Bulldog,PR,Browsing: Humour; Browsing: Literature
858,Text,1997-03-01,Stage-Land,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",English essays; English wit and humor; Actors; Theater -- Anecdotes,PN; PR,Browsing: Humour; Browsing: Literature
859,Text,1997-03-01,Polly of the Circus,en,"Mayo, Margaret, 1882-1951",Circus -- Fiction; Circus performers -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
860,Text,1997-03-01,Baby Mine,en,"Mayo, Margaret, 1882-1951",Humorous stories; Married people -- Fiction,PS,Browsing: Humour; Browsing: Literature; Browsing: Fiction
861,Text,1997-03-01,The Dominion of the Air: The Story of Aerial Navigation,en,"Bacon, John M. (John Mackenzie), 1846-1904",Balloons; Aeronautics -- History,TL,Browsing: Engineering & Construction; Browsing: History - General; Browsing: Science - General
862,Text,1997-03-01,Philosophy 4: A Story of Harvard University,en,"Wister, Owen, 1860-1938",Harvard University -- Fiction; College stories,PS,Browsing: History - Schools & Universities; Browsing: Literature; Browsing: Fiction
863,Text,1997-03-01,The Mysterious Affair at Styles,en,"Christie, Agatha, 1890-1976","Private investigators -- England -- Fiction; Detective and mystery stories; Belgians -- England -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
864,Text,1997-03-01,The Master of Ballantrae: A Winter's Tale,en,"Stevenson, Robert Louis, 1850-1894",Historical fiction; Scotland -- History -- 18th century -- Fiction; Inheritance and succession -- Fiction; Revenge -- Fiction; Psychological fiction; Brothers -- Fiction; Absence and presumption of death -- Fiction,PR,Historical Fiction; Browsing: History - British; Browsing: Literature; Browsing: Fiction
865,Text,1997-04-01,Passing of the Third Floor Back,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Fiction; Short stories,PR,Browsing: Literature; Browsing: Fiction
866,Text,1997-04-01,The Cost of Kindness,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Fiction; Short stories,PR,Browsing: Literature; Browsing: Fiction
867,Text,1997-04-01,Mrs. Korner Sins Her Mercies,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Short stories; Domestic fiction; Man-woman relationships -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
868,Text,1997-04-01,The Philosopher's Joke,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Fiction; Short stories,PR,Browsing: Literature; Browsing: Fiction
869,Text,1997-04-01,"The Soul of Nicholas Snyders; Or, The Miser of Zandam",en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Fiction; Short stories,PR,Browsing: Literature; Browsing: Fiction
870,Text,1997-04-01,The Love of Ulrich Nebendahl,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Short stories; Pastoral fiction; Villages -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
871,Text,2006-02-05,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",en,"Epictetus, 55-135; Crossley, Hastings [Translator]",Philosophy; Stoics,PA,Classical Antiquity; Harvard Classics; Browsing: History - Ancient; Browsing: Literature; Browsing: Philosophy & Ethics
872,Text,1997-04-01,Reprinted Pieces,en,"Dickens, Charles, 1812-1870",Fiction; Essays; Short stories,PR,Browsing: Literature; Browsing: Fiction
873,Text,1997-04-01,A House of Pomegranates,en,"Wilde, Oscar, 1854-1900","Fairy tales; Children's stories, English; Short stories, English",PR; PZ,Opera; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
874,Text,1997-04-01,A History of Aeronautics,en,"Vivian, Evelyn Charles, 1882-1947; Marsh, W. Lockwood (William Lockwood), 1886-1963",Aeronautics -- History,TL,Browsing: Engineering & Construction; Browsing: History - General; Browsing: Science - General
875,Text,1997-04-01,The Duchess of Padua,en,"Wilde, Oscar, 1854-1900",Tragedies (Drama); Revenge -- Drama; Padua (Italy) -- Drama; English drama -- 19th century,PR,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
876,Text,1997-04-01,"Life in the Iron-Mills; Or, The Korl Woman",en,"Davis, Rebecca Harding, 1831-1910",Women iron and steel workers -- Fiction; Feminism -- Fiction,PS,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
877,Text,2006-02-05,Little Britain,en,"Irving, Washington, 1783-1859",Short stories; London (England) -- Fiction,PS,Browsing: Literature; Browsing: Fiction
878,Text,1997-04-01,Yankee Gypsies,en,"Whittier, John Greenleaf, 1807-1892",Tramps -- New England,PS,Browsing: Culture/Civilization/Society; Browsing: Literature
879,Text,1997-04-01,The Boy Captives: An Incident of the Indian War of 1695,en,"Whittier, John Greenleaf, 1807-1892",Indian captivities; Haverhill (Mass.) -- History,F001,Browsing: History - American; Browsing: History - General
880,Text,1997-04-01,My Garden Acquaintance,en,"Lowell, James Russell, 1819-1891",Essays; Natural history,QH; PS,
881,Text,1997-04-01,Lemorne Versus Huell,en,"Stoddard, Elizabeth, 1823-1902",Short stories; Young women -- Fiction; United States -- Social life and customs -- 19th century -- Fiction; Lawsuits -- Fiction; Aunts -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
882,Text,1997-04-01,"Sketches by Boz, Illustrative of Every-Day Life and Every-Day People",en,"Dickens, Charles, 1812-1870",London (England) -- Social life and customs -- 19th century -- Fiction; London (England) -- Social life and customs -- 19th century,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
883,Text,2006-04-27,Our Mutual Friend,en,"Dickens, Charles, 1812-1870",Satire; London (England) -- Fiction; Inheritance and succession -- Fiction; Love stories; Poor families -- Fiction; Social classes -- Fiction; Deception -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
884,Text,1997-04-01,Memoirs of Extraordinary Popular Delusions — Volume 3,en,"Mackay, Charles, 1814-1889",Social psychology; Swindlers and swindling; Impostors and imposture; Alchemy; Delusions; Occultism -- Early works to 1900; Investments -- Psychological aspects; Stock exchanges -- Psychological aspects; Hallucinations and illusions; Common fallacies,AZ,Psychology; Browsing: Culture/Civilization/Society; Browsing: Psychiatry/Psychology
885,Text,1997-04-01,An Ideal Husband,en,"Wilde, Oscar, 1854-1900",Comedy plays; London (England) -- Drama,PR,Plays; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
886,Text,1997-04-01,Letters from the Cape,en,"Duff Gordon, Lucie, Lady, 1821-1869",Cape of Good Hope (South Africa) -- Description and travel,DT,Browsing: History - General; Browsing: Travel & Geography
887,Text,1997-04-01,Intentions,en,"Wilde, Oscar, 1854-1900","Authors, English -- 19th century -- Biography; Authorship; English drama; Authors, English -- 19th century -- Drama; Art critics -- Great Britain -- Biography; Wainewright, Thomas Griffiths, 1794-1847; Poisoners -- Great Britain -- Biography",PR,Contemporary Reviews; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
888,Text,1997-04-01,The Lazy Tour of Two Idle Apprentices,en,"Dickens, Charles, 1812-1870; Collins, Wilkie, 1824-1889",Apprentices -- Fiction; Walking -- England -- Cumbria -- Fiction; Cumbria (England) -- Description and travel -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
889,Text,1997-04-01,Two Years in the Forbidden City,en,"Der Ling, Princess, 1886-1944","Cixi, Empress dowager of China, 1835-1908 -- Anecdotes; Empresses -- China -- Anecdotes; China -- Court and courtiers -- Anecdotes",DS,Browsing: Biographies; Browsing: History - General
890,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 1,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
891,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 2,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
892,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 3,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
893,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 4,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
894,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 5,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
895,Text,2008-06-07,History of the Decline and Fall of the Roman Empire — Volume 6,en,"Gibbon, Edward, 1737-1794; Milman, Henry Hart, 1791-1868 [Commentator]","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
896,Text,1997-04-01,"The Jubilee of the Constitution
Delivered at New York, April 30, 1839, Before the New York Historical Society",en,"Adams, John Quincy, 1767-1848","United States -- Politics and government -- 1775-1783; United States -- Politics and government -- 1783-1789; Washington, George, 1732-1799 -- Anniversaries, etc.; United States. Constitution",E300; JK,Browsing: History - American; Browsing: Politics
897,Text,2006-02-05,The Rose and the Ring,en,"Thackeray, William Makepeace, 1811-1863",Fairy tales; Children's stories,PR; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature
898,Text,1997-05-01,The Lesson of the Master,en,"James, Henry, 1843-1916",Authors -- Fiction; Psychological fiction; Young men -- Fiction; Mentoring of authors -- Fiction,PS,Browsing: Literature; Browsing: Fiction
899,Text,1997-05-01,"Wonderful Balloon Ascents; Or, The Conquest of the Skies
A History of Balloons and Balloon Voyages",en,"Marion, Fulgence",Balloons; Balloon ascensions,TL,Browsing: Engineering & Construction; Browsing: History - General; Browsing: Science - General
900,Text,1997-05-01,History of the Decline and Fall of the Roman Empire — Volume 3 — Folio format,en,"Gibbon, Edward, 1737-1794","Rome -- History -- Empire, 30 B.C.-476 A.D.; Byzantine Empire -- History -- To 527",DG,Browsing: History - European; Browsing: History - General
901,Text,1997-05-01,The Jew of Malta,en,"Marlowe, Christopher, 1564-1593",Tragedies (Drama); Jews -- Malta -- Drama,PR,Browsing: Literature; Browsing: Fiction
902,Text,1997-05-01,"The Happy Prince, and Other Tales",en,"Wilde, Oscar, 1854-1900","Fairy tales; Children's stories, English; Short stories, English",PR; PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
903,Text,1997-05-01,The White Company,en,"Doyle, Arthur Conan, 1859-1930","Historical fiction; Hundred Years' War, 1339-1453 -- Fiction; Knights and knighthood -- Fiction; Middle Ages -- Fiction; Archers -- Fiction; War stories; British -- France -- Fiction",PR,Historical Fiction; Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
904,Text,1997-05-01,Her Father's Daughter,en,"Stratton-Porter, Gene, 1863-1924",Sisters -- Fiction; Friendship -- Fiction; Adventure and adventurers -- Fiction; California -- Fiction; Racism -- Fiction; Interpersonal relations -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
905,Text,1997-05-01,Within the Law: From the Play of Bayard Veiller,en,"Dana, Marvin, 1867-1926; Veiller, Bayard, 1869-1943",Detective and mystery stories; Revenge -- Fiction,PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
906,Text,1997-05-01,Abraham Lincoln,en,"Lowell, James Russell, 1819-1891","Lincoln, Abraham, 1809-1865; United States -- History -- Civil War, 1861-1865",E456,Browsing: History - American; Browsing: History - Warfare
907,Text,1997-05-01,"Flying Machines: Construction and Operation
A Practical Book Which Shows, in Illustrations, Working Plans and Text, How to Build and Navigate the Modern Airship",en,"Jackman, William J. (William James), 1850-; Chanute, Octave, 1832-1910; Russell, Thomas Herbert, 1862-1947",Aeronautics; Flying-machines,TL,Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General
908,Text,2006-03-22,Treatise on Parents and Children,en,"Shaw, Bernard, 1856-1950",Essays; Parent and child,HQ,Browsing: Parenthood & Family Relations; Browsing: Sociology
909,Text,2006-02-05,"The Adventures of Col. Daniel Boon
Containing a Narrative of the Wars of Kentucke",en,"Filson, John, 1747?-1788","Boone, Daniel, 1734-1820; Kentucky -- History -- To 1792; Indian captivities -- Kentucky; Pioneers -- Kentucky -- Biography",F396,Browsing: Biographies; Browsing: History - American; Browsing: History - General
910,Text,1997-05-01,White Fang,en,"London, Jack, 1876-1916","Wolfdogs -- Fiction; Adventure stories; Canada, Northern -- Fiction",PS,Adventure; Movie Books; Browsing: Literature; Browsing: Fiction
911,Text,1997-05-01,Tales of the Fish Patrol,en,"London, Jack, 1876-1916",Short stories; Immigrants -- Fiction; Fishers -- Fiction; Fishing villages -- Fiction; San Francisco Bay Area (Calif.) -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
912,Text,1997-05-01,Mudfog and Other Sketches,en,"Dickens, Charles, 1812-1870",England -- Social life and customs -- 19th century -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
913,Text,1997-05-01,A Hero of Our Time,en,"Lermontov, Mikhail Iurevich, 1814-1841; Murray, Marr [Translator]; Wisdom, J. H. [Translator]","Psychological fiction; Caucasus -- Fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction; Russia -- History, Military -- 1801-1917 -- Fiction",PG,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
914,Text,1997-05-01,The Uncommercial Traveller,en,"Dickens, Charles, 1812-1870",Great Britain -- Social conditions -- 19th century; London (England) -- Description and travel,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography
915,Text,1997-05-01,Library Work with Children,en,"Hazeltine, Alice Isabel, 1878-1959",Children's libraries -- United States,Z,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education
916,Text,1997-05-01,Sketches of Young Couples,en,"Dickens, Charles, 1812-1870",England -- Social life and customs -- 19th century; Couples -- England,PR,Browsing: Culture/Civilization/Society; Browsing: Literature
917,Text,2006-04-27,Barnaby Rudge: A Tale of the Riots of 'Eighty,en,"Dickens, Charles, 1812-1870","Historical fiction; Gordon Riots, 1780 -- Fiction; London (England) -- History -- 18th century -- Fiction; Apprentices -- Fiction; Political fiction; Mystery fiction; Locksmiths -- Fiction",PR,Historical Fiction; Browsing: History - British; Browsing: Literature; Browsing: Fiction
